oid,OBJEKT Inventarnummer,OBJEKT Sammlung,klassifikation,webtext,datierung,herstellung,herkunft,OBJEKT -> Inhalt,OBJEKT -> Masse,OBJEKT -> Material und Technik
347233,LM-82989,Technologie und Brauchtum,Heizkissen,"Mit weissem Anzug, in Originalschachtel mit Gebrauchsanweisung. Herstellung: Calora AG Fabrik elekt. Apparate, Küsnacht. 1950 - 1970. 5 x 37 x 28 cm. Überzug: Baumwolle. Bakelit. ",1950 - 1970,"Calora AG Fabrik elekt. Apparate, Küsnacht. ",,,"Verpackung: Höhe 5 cm, Breite 37 cm, Tiefe 28 cm.",Überzug: Baumwolle. Bakelit.
347547,LM-82992,Technologie und Brauchtum,Kühlschrank,"'Coleman', Campingkasten, mit Isolation und Traggriffen, für Kühlelemente. Inhalt: Ausflug. 1950 - 1980. 59 x 36,5 x 40 cm. Aussenseite: Aluminium. Innenseite: . ",1950 - 1980,,,Ausflug. ,"Höhe 59 cm, Breite 36.5 cm, Tiefe 40 cm.",Aussenseite: Aluminium. Innenseite:  .
347875,LM-82993,Technologie und Brauchtum,Waschkugel,"Hellblaue Kugel auf schwarzem Rohrgestell mit Kurbel und mit Bedienungsanleitung. 1900 - 1950. 50 x 55 x 37 cm. Stahlblech, emailliert. ",1900 - 1950,,,,"Höhe 50 cm, Breite 55 cm, Tiefe 37 cm.","Stahlblech, emailliert."
347873,LM-83002,Technologie und Brauchtum,Bürste (Reinigung/Haushalt),"'Kleenette / Spalesina',  elektrische Saugbürste, weiss mit rotem Boden. Herstellung: Italien. 1950 - 1960. 11 x 20 x 10 cm. Gehäuse: . ",1950 - 1960,Italien. ,,,"Höhe 11 cm, Breite 20 cm, Tiefe 10 cm.",Gehäuse:  .
348668,LM-83015,Technologie und Brauchtum,Koffernähmaschine,"Elektrisch, 'ELNA' mit Kniehebel und Koffer als Anschiebetisch. Herstellung: Tavaro S.A., Genève. 1950. 31 x 36 x 17,5 cm. Metall. ",1950,"Tavaro S.A., Genève. ",,,"Koffer: Höhe 31 cm, Breite 36 cm, Tiefe 17.5 cm.",Metall.
358772,LM-83127,Technologie und Brauchtum,Stopfpilz,"Elektrisch, mit integrierter Lampe, weisse Halbkugel auf braunem Handgriff. Herstellung: AEG. 1936. 11 cm. Ø 6,5 cm. 

Literatur:
Das Jahrhundert des Design, Wolfgang Schepers & Peter Schmitt Hrsg. Seite 113. ",1936,AEG. ,,,"Höhe 11 cm, Durchmesser 6.5 cm.", .
358774,LM-83128,Technologie und Brauchtum,Necessaire,"Mit Reissverschluss und Innenunterteilung. Weiss mit roten Herzen und Blumen. Um 1960. 16 x 26 x 2 cm. Kunststoff, gesteppt. ",1960,,,,"Höhe 16 cm, Breite 26 cm, Tiefe 2 cm.","Kunststoff, gesteppt."
358941,LM-83135,Technologie und Brauchtum,Briefmarkendose,"In Form eines Turnpferdes, aufklappbarer Teil, innen 3 Fächer für Marken. Inhalt: Turnfest (eidg.). Datiert 1936. 10 x 14,5 x 5 cm. Holz, bemalt. ",1936,,,Turnfest (eidg.). ,"Höhe 10 cm, Breite 14.5 cm, Tiefe 5 cm.","Holz, bemalt."
360694,LM-83476,Technologie und Brauchtum,Waage (Küche),"'KrupsJdeal', halbrundes Gehäuse mit runder Skala für 10 Kilos/20 Pfund. Herstellung: Krups Haushaltgeräte, Deutschland; Villeroy & Boch (1809 - 1985), Mettlach (Schale). Um 1900. 6 cm. Ø 24,5 cm. ",1900,"Krups Haushaltgeräte, Deutschland; Villeroy & Boch (1809 - 1985), Mettlach (Schale)",,,"Schale: Höhe 6 cm, Durchmesser 24.5 cm.",
363879,LM-83502,Technologie und Brauchtum,Gesichts- und Atemschutzmaske,"Gefüllte PET-Flasche, selbstgemachter Atemluftfilter gegen Tränengas aus der Zeit der AKW-Demonstrationen. Inhalt: Krawalle. 1977 - 1978. 22 cm. Ø 9 cm. Flasche: . ",1977 - 1978,,,Krawalle. ,"Höhe 22 cm, Durchmesser 9 cm.",Flasche:  .
374215,LM-83511,Technologie und Brauchtum,Staubsauger,"Besenmodell 'Vacuelle', schlitzartige Saugdüse, jeansfarbiger Staubbeutel. Um 1920. 116 x 35 x 35 cm. Metall. Beutel: Baumwollköper. ",1920,,,,"Höhe 116 cm, Breite 35 cm, Tiefe 35 cm.",Metall. Beutel: Baumwollköper.
374256,LM-83512,Technologie und Brauchtum,Roller (Trottinett),"Roller (Trottinett). LM-83512. 'Micro-Skate-Scooter' von Wim Ouboter, zusammenklappbar. 1990 - 2000. 90 x 65 x 10 cm (zusammenklappbar). Aluminium. Griffe:  . ",1990 - 2000,,,,"Höhe 90 cm, Länge 65 cm, Breite 10 cm (zusammenklappbar).
Höhe 90 cm, Breite 10 cm (Höhe verstellbar).",Aluminium. Griffe:  .
374275,LM-83514,Technologie und Brauchtum,Waschmaschine,"Elektrisch, Modell WYSS-MIRELLA, hellgrün, für 20 Liter. Herstellung: Wyss Gebrüder Waschmaschinenfabrik, Büron. Datiert 1972. 113 x 65 x 50 cm. Metall. ",1972,"Wyss Gebrüder Waschmaschinenfabrik, Büron. ",,,"Höhe 113 cm, Breite 65 cm, Tiefe 50 cm.",Metall.
374445,LM-83519,Technologie und Brauchtum,Bombe,"Bombensplitter aus dem 2. Weltkrieg von der Frohburgstrasse in Zürich. Herstellung:. 1939 - 1945. 1,5 x 6 x 13 cm. Metall. ",1939 - 1945,,,,"Höhe 1.5 cm, Länge 6 cm, Breite 13 cm.",Metall.
376285,LM-84137,Technologie und Brauchtum,Polaroidkamera,"POLAROID ID-3 Modell 776, zur Herstellung von persönlichen Ausweisen mit Foto. Herstellung: Polaroid Corporation. Um 1970. Herkunft: Schweizerische Rückversicherung Gesellschaft Zürich. 53 x 58 x 31 cm. Koffer: Aluminium, überzogen. ",1970,Polaroid Corporation. ,  ,,"Koffer: Höhe 53 cm, Breite 58 cm, Tiefe 31 cm.","Koffer: Aluminium, überzogen."
375166,LM-84144,Technologie und Brauchtum,Schneekanone,"Rohr mit Düse vorne und zwei Zuleitungsanschlüssen hinten, mit Gestell. 1978. Herkunft: Savognin. 60 x 48,5 x 29 cm. Ø 9,5 cm. Rohr: Aluminium. ",1978,,  ,,"Höhe 60 cm, Länge 48.5 cm, Breite 29 cm, Durchmesser 9.5 cm.",Rohr: Aluminium.
376996,LM-84152.1-6,Technologie und Brauchtum,Notebook,"Portabel, 'Tandon NB/386sx', beige, mit Maus, Tragtasche, MS-DOS-Buch, Disketten. 1994. ",1994,,,,,
377048,LM-84156,Technologie und Brauchtum,WC-Papier,"Rolle in Originalverpackung mit Inschrift 'WC Papier 200 Coupons'. Herstellung: Schweiz. Um 1950. 12 cm. Ø 9,2 cm. Krepppapier. Karton. ",1950,Schweiz. ,,,"Höhe 12 cm, Durchmesser 9.2 cm.",Krepppapier. Karton.
377281,LM-84167,Technologie und Brauchtum,Löschpapierwiege,"Brettchen mit Schraubknopf, wiegenförmiger Unterteil mit Löschpapier. 1900 - 1925. 7,8 x 17 x 8,6 cm. Holz, lackiert. Papier. ",1900 - 1925,,,,"Höhe 7.8 cm, Breite 17 cm, Tiefe 8.6 cm.","Holz, lackiert. Papier."
377354,LM-84170,Technologie und Brauchtum,Diktiergerät,"ULTRAVOX Typ U 1 mit Tonträger im Format Din A4 in grünem Tragkoffer. Herstellung: Bührle & Co. Werkzeugmaschinenfabrik, Zürich. Um 1949. 14 x 48,5 x 36 cm. Gehäuse: Metall. ",1949,"Bührle & Co. Werkzeugmaschinenfabrik, Zürich. ",,,"Koffer: Höhe 14 cm, Breite 48.5 cm, Tiefe 36 cm.",Gehäuse: Metall.
378241,LM-84173,Technologie und Brauchtum,Registrierkasse (Verkaufsgeschäft),"'Hugin', mechanisch, hellgrün, mit 5 Zahlenreihen, 5 Hebeln und Handkurbel. Um 1950. Herkunft: Weber Oskar Warenhaus. 37,5 x 35 x 35 cm. Metall. ",1950,,  ,,"Höhe 37.5 cm, Breite 35 cm, Tiefe 35 cm.",Metall.
374729,LM-84687,Technologie und Brauchtum,Tablett/Plateau,"'SOUVENIR DES INTERNÉS- EN SUISSE', geschrieben im Kreis um das Schweizerkreuz. 1939 - 1945. 3,5 cm. Ø 28 cm. Spanholz, geschnitzt (flach). Rand: Weiden. ",1939 - 1945,,,,"Höhe 3.5 cm, Durchmesser 28 cm.","Spanholz, geschnitzt (flach). Rand: Weiden."
378521,LM-84701,Technologie und Brauchtum,Dreirad,"Pink métallisé, verstellbarer Sattel, gebogene Lenkstange, Vollgummipneus. Herstellung: Wisa-Gloria Werke AG. Um 1960. 63,5 x 79,5 x 41 cm. Gestell: Metallblech. ",1960,Wisa-Gloria Werke AG. ,,,"Höhe 63.5 cm, Länge 79.5 cm, Breite 41 cm.",Gestell: Metallblech.
379434,LM-84704,Technologie und Brauchtum,Koffergrammophon,"'Lenco', tragbar, schwarz-weisser halbrunder Koffer, mono, für 16/33/45/78 T/Min-Platten. Herstellung: Lenco Plattenspielerhersteller. Um 1965. 15,5 x 37 x 27 cm. Koffer: Kunstleder, überzogen. Metall. ",1965,Lenco Plattenspielerhersteller. ,,,"Höhe 15.5 cm, Breite 37 cm, Tiefe 27 cm.","Koffer: Kunstleder, überzogen. Metall."
379739,LM-84705,Technologie und Brauchtum,Aktenmappe,"Braune Korrespondenzmappe  mit 14 Innenfächern von 'J L Masbou & Co* A GENEVE'. 1770 - 1836. 13,5 x 31 x 3,5 cm. Leder, geprägt. 

Literatur:
Siehe HBLS Bd. 5, Seite 42. ",1770 - 1836,,,,"Höhe 13.5 cm, Breite 31 cm, Tiefe 3.5 cm.","Leder, geprägt."
380964,LM-84709,Technologie und Brauchtum,Ofen,"Gasheizofen, hochrechteckig, braun, rechteckig gewölbte Oberflächenstruktur. 1910 - 1920. Herkunft: Uster. 106 x 75 x 24,5 cm. Metall. ",1910 - 1920,,  ,,"Höhe 106 cm, Breite 75 cm, Tiefe 24.5 cm.",Metall.
381850,LM-84715,Technologie und Brauchtum,Stopfpilz,"Elektrisch, weisse Halbkugel mit Lampe auf braunem Griff, in Originalschachtel. Herstellung: AEG. 1935 - 1940. 6,5 x 12 x 12 cm. . Griff: Holz. ",1935 - 1940,AEG. ,,,"Schachtel: Höhe 6.5 cm, Breite 12 cm, Tiefe 12 cm.", . Griff: Holz.
141548,LM-86177.1,Technologie und Brauchtum,Bleistiftspitzerdose,"Blechdose von einer Bleistiftspitzmaschine 'Caran d`Ache'. Herstellung: Caran d`Ache SA, Genf (Kanton). Nach 1930. 16,4 x 13 x 13 cm. Blech, bedruckt. ",1930,"Caran d`Ache SA, Genf (Kanton). ",,,"Höhe 16.4 cm, Länge 13 cm, Breite 13 cm.","Blech, bedruckt."
140261,LM-86206,Technologie und Brauchtum,Laterne,"Trapezförmig fassoniertes Gehäuse mit ovalem Grifftambour und Sockelkehle. Um 1800 - 1825. Herkunft: Willy Gustav Salomon Hirzel (1913 - 1994), Zollikon. 51 x 23,5 x 15,3 cm. Blech, durchbrochen, gefasst (Fassmalerei). ",1800 - 1825  ,,Besitzer  (Letztverwender),,"Höhe 51 cm, Breite 23.5 cm, Tiefe 15.3 cm.","Blech, durchbrochen, gefasst (Fassmalerei)."
142914,LM-86213,Technologie und Brauchtum,Schachtel,"Mit Stülpdeckel. Tapetenkaschierung: florale Motive in grün, beige, weiss, schwarz. Herstellung: Hersteller  ; Besitzer Willy Gustav Salomon Hirzel (1913 - 1994), Zollikon (Letztverwender). Um 1820. 11 x 34 x 29 cm (Gesamt). Korpus, Deckel: Karton, kaschiert. 

Literatur:
Zum Thema:
Schweizerisches Museum für Volkskunde, Basel: Truhen und Kästchen. Ausstellung 1981/82.
Pall, Martina: Prunkstücke. Schlüssel, Schlösser, Kästchen und Beschläge aus der Hanns Schell Collection, Graz 2005, S. 58-75.
Veltrup, Anne: Die Prunkkassetten der Renaissance, Diss. 2001.
Deutsches Schloss- und Beschlägemuseum: Kostbare Behältnisse vom 14. bis 19. Jahrhundert. Kästchen, 1985.
Deutscher Verein für Kunstwissenschaft. Kohlhaussen, Heinrich: Minnekästchen im Mittelalter, Verlag für Kunstwissenschaft, 1928.
Wurst, Jürgen: Reliquiare der Liebe. Das Münchner Minnekästchen und andere mittelalterliche Minnekästchen aus dem deutschsprachigen Raum, Inaugural-Dissertation an der Ludwig-Maximilians-Universität München, 2005.
Diemer, Dorothea und Peter: Minnesangs Schnitzer. Zur Verbreitung der sogenannten Minnekästchen, in: Festschrift Walter Haug und Burghart Wachinger, Tübingen 1992 Bd. 2, S. 1021-1061. ",1820,"Hersteller  ; Besitzer Willy Gustav Salomon Hirzel (1913 - 1994), Zollikon (Letztverwender)",,,"Gesamt: Höhe 11 cm, Breite 34 cm, Tiefe 29 cm.","Korpus, Deckel: Karton, kaschiert."
334983,LM-86519.2,Technologie und Brauchtum,Taschenlampe,"Mit Dynamospeisung, Hebel mit Arretierung. 2.5 Volt. Diverse Metalle. 1930 - 1960. Herkunft: Willy Gustav Salomon Hirzel (1913 - 1994). 12,2 x 4,6 x 2,5 cm. ",1930 - 1960,,  ,,"Länge 12.2 cm, Breite 4.6 cm, Tiefe 2.5 cm.",
141709,LM-87024,Technologie und Brauchtum,Reiserasierapparat,"Rasierapparat 'Gillette'  in blau-weissem Etui mit Rasierklingen. Herstellung:. 1950 - 1975. 2 x 9,8 x 5 cm. Etui: . Inhalt: Metall. ",1950 - 1975,,,,"Etui: Höhe 2 cm, Breite 9.8 cm, Tiefe 5 cm.",Etui:  . Inhalt: Metall.
379198,LM-88651,Technologie und Brauchtum,Christbaumschmuck,"Elektrisch, Christbaum-Leuchtkette mit 16 Kerzen in Original-Schachtel. Herstellung: Philips Elektrogeräte. Um 1960. 5 x 39 x 49 cm. Objekt: . ",1960,Philips Elektrogeräte. ,,,"Schachtel: Höhe 5 cm, Breite 39 cm, Tiefe 49 cm.",Objekt:  .
379200,LM-88652,Technologie und Brauchtum,Tonbandgerät (Spulen),"Grünes, schweres Stereo-Gerät Typ E36 mit grauen Tasten und Drehgriffen, in grün-weissem Koffer mit schwarzem Traggriff, mit 2 Spulen, Deckel abnehmbar mit 2 Verschlüssen. Herstellung: Hersteller Studer-Revox (1949 - 1994), Zürich. Ab 1961. 28 x 46 x 34 cm. Koffer: Holz, überzogen. Gehäuse: Metall. ",1961,"Hersteller Studer-Revox (1949 - 1994), Zürich. ",,,"Koffer: Höhe 28 cm, Breite 46 cm, Tiefe 34 cm.","Koffer: Holz, überzogen. Gehäuse: Metall."
379201,LM-88653,Technologie und Brauchtum,Fitnessgerät,"'isomet roller', zusammensteckbar, in der Originalschachtel. Herstellung: Doetsch, Grether & Cie AG, Basel. 1960 - 1980. 5 x 31 x 20 cm. . Metall. ",1960 - 1980,"Doetsch, Grether & Cie AG, Basel. ",,,"Schachtel: Höhe 5 cm, Länge 31 cm, Breite 20 cm.", . Metall.
379211,LM-88654,Technologie und Brauchtum,Rollschuhe,"Mit angeschraubten, bunten Schnürschuhen, mit LED, Bremsknauf vorne. 1980 - 1990. 23 x 25 x 12 cm. Rad: Gummi. Gestell: Metall. Schuhe: Kunstleder. Kunstfaser. ",1980 - 1990,,,,"Höhe 23 cm, Länge 25 cm, Breite 12 cm.",Rad: Gummi. Gestell: Metall. Schuhe: Kunstleder. Kunstfaser.
379213,LM-88655,Technologie und Brauchtum,Kerzenständer,"'Negergruppe', 3 schwarze, tanzende Figuren, die 2 Kerzenhalter halten. 1950 - 1960. 23 x 26 x 13 cm. Metall. Kleider: Peddigrohr. ",1950 - 1960,,,,"Höhe 23 cm, Breite 26 cm, Tiefe 13 cm.",Metall. Kleider: Peddigrohr.
379215,LM-88656.1-3,Technologie und Brauchtum,Dose (Lebensmittelverpackung),"Konservendosen, Aprikosen, Zwetschgen, Kirschen, Leerpackungen. Herstellung: Roco Conservenfabrik (1916 - 1996), Rorschach. Nach 1920. 12 cm. Ø 10 cm. Weissblech. Etikette: Papier, bedruckt. ",1920,"Roco Conservenfabrik (1916 - 1996), Rorschach. ",,,"Höhe 12 cm, Durchmesser 10 cm.","Weissblech. Etikette: Papier, bedruckt."
379219,LM-88658,Technologie und Brauchtum,Tragtasche (allgemein),"Mit der Silhouette der Zwillingstürme des World Trade Centers in New York. Herstellung: Scheyer Verpackungstechnik. Um 2000. 40 x 29 cm. , bedruckt. ",2000,Scheyer Verpackungstechnik. ,,,"Höhe 40 cm, Breite 29 cm."," , bedruckt."
379369,LM-88660,Technologie und Brauchtum,Werbetafel für Verkaufsläden,"Schild für Milchverkaufsstellen, dreieckig, hellblau mit weisser Schrift. 1960 - 1970. 65 x 74 x 1,5 cm. Siebdruck/Serigraphie auf Stahlblech. ",1960 - 1970,,,,"Schild: Höhe 65 cm, Breite 74 cm, Tiefe 1.5 cm.",Siebdruck/Serigraphie auf Stahlblech.
379941,LM-88674,Technologie und Brauchtum,Personenwaage,"Personenwaage. LM-88674. 'Seca', blaue Säulenwaage, mechanisch, mit Münzautomat für 20 Rappen. 1960 - 1980. 112 x 42 x 63 cm. Metall. ",1960 - 1980,,,,"Höhe 112 cm, Breite 42 cm, Tiefe 63 cm.",Metall.
379976,LM-88677,Technologie und Brauchtum,Grammophonmöbel,"Hochrechteckiger Möbel, Recordophone Modell T 22, mit Bedienungsanweisung. Herstellung: Radio TV Steiner AG, Bern. Um 1950. 111 x 67 x 34 cm. Gehäuse: Sperrholz, furniert. ",1950,"Radio TV Steiner AG, Bern. ",,,"Höhe 111 cm, Breite 67 cm, Tiefe 34 cm.","Gehäuse: Sperrholz, furniert."
381087,LM-88696.1-4,Technologie und Brauchtum,Tüte (Lebensmittelverpackung),Verpackungsmaterial von USEGO. 1910. Herkunft: Usego. ,1910,,  ,,,
381088,LM-88697,Technologie und Brauchtum,Werbegeschenk,"Schirmmütze, 'Dächli' mit herunterklappbarer Sonnenbrille und mit Gummifaden. Herstellung: Usego. Nach 1910. 15 x 19,5 cm. Karton, bedruckt. ",1910,Usego. ,,,"Höhe 15 cm, Breite 19.5 cm.","Karton, bedruckt."
381096,LM-88700,Technologie und Brauchtum,Büchse,"Verkaufspackung, 'SONNTAGS-KAFFEE 400 g Fr. 5.35' von Usego, mit Öffner. Um 1950. Herkunft: Usego, Olten. 12,5 cm. Ø 11,3 cm. Weissblech. ",1950,,  ,,"Höhe 12.5 cm, Durchmesser 11.3 cm.",Weissblech.
381097,LM-88701,Technologie und Brauchtum,Putzmittel/-packung (Reinigung/Haushalt),"Dose mit Drehverschluss, Usego Reinigungs- u. Poliermittel für Metalle aller Art. Herstellung: Usego, Olten. 1920 - 1950. 13,5 cm. Ø 5,5 cm. Blech. ",1920 - 1950,"Usego, Olten. ",,,"Höhe 13.5 cm, Durchmesser 5.5 cm.",Blech.
381034,LM-88704,Technologie und Brauchtum,Firmenschild,"Kennzeichen der Verkaufsläden als 'USEGO MITGLIED', gelb-blau. 1907 - 2000. Herkunft: Usego. 30 x 23 cm. Stahlblech, emailliert. ",1907 - 2000,,  ,,"Höhe 30 cm, Breite 23 cm.","Stahlblech, emailliert."
381801,LM-88757,Technologie und Brauchtum,Räuchergerät,"Für Imker, 2 schwarze tragbare Geräte mit konischem Rauchrohr und durch Aufziehfedern betriebene Ventilatoren. 1900 - 1950. 26 cm. Ø 12,5 cm. Eisenblech. ",1900 - 1950,,,,"Höhe 26 cm, Durchmesser 12.5 cm.",Eisenblech.
-244743,LM-88757.1,Technologie und Brauchtum,,"Zylindrische Form mit äusserem, gelochtem Mantel, oben schief stehendes, konisches Rauchrohr. Traggriff seitlich fixiert,  Drehschlüssel für den Aufziehmechanismus. Kipphebel zum Ventilator Ein- und Ausschalten. 1900 - 1950. 26 cm. Ø 12,5 cm. Eisenblech. 
Ist Teil von:
Räuchergerät. Für Imker, 2 schwarze tragbare Geräte mit konischem Rauchrohr und durch Aufziehfedern betriebene Ventilatoren. 1900 - 1950. 26 cm. Ø 12,5 cm. Eisenblech. ",1900 - 1950,,,,"Höhe 26 cm, Durchmesser 12.5 cm",Eisenblech.
-244747,LM-88757.2,Technologie und Brauchtum,,"Zylindrische Form mit äusserem, gelochtem Mantel, oben schief stehendes, konisches Rauchrohr. Traggriff seitlich fixiert,  Drehschlüssel für den Aufziehmechanismus. Kipphebel zum Ventilator Ein- und Ausschalten. 1900 - 1950. 26 cm. Ø 12,5 cm. Eisenblech. 
Ist Teil von:
Räuchergerät. Für Imker, 2 schwarze tragbare Geräte mit konischem Rauchrohr und durch Aufziehfedern betriebene Ventilatoren. 1900 - 1950. 26 cm. Ø 12,5 cm. Eisenblech. ",1900 - 1950,,,,"Höhe 26 cm, Durchmesser 12.5 cm",Eisenblech.
382312,LM-88789,Technologie und Brauchtum,Snowboard,"'LOOK', hellblaues Brett, aufgeschraubte Skischuhbindungen aus Metall. Herstellung: Deutschland. Um 1980. Herkunft: Uri. 163 x 27,5 cm. Brett: . Metall. ",1980,Deutschland. ,  ,,"Länge 163 cm, Breite 27.5 cm.",Brett:  . Metall.
382334,LM-88790,Technologie und Brauchtum,Rasenmäher,"'FOLBATE', Handrasenmäher, hellgrün, 5 Klingen in spiralförmiger Anordnung. Herstellung: Follows & Bate LtdSchweiz. Um 1950. 117 x 45 x 30 cm. Metall. Stiel: Holz. ",1950,Follows & Bate LtdSchweiz. ,,,"Höhe 117 cm, Breite 45 cm, Tiefe 30 cm.",Metall. Stiel: Holz.
382338,LM-88791,Technologie und Brauchtum,Fitnessgerät,"Fitnessgerät. LM-88791. Hometrainer 'bi Cyclette', Stand-Velo, Anzeigen für km/h, km-Stand, Steigungs-%. Herstellung: Carnielli Fitness S.p. A., Italien. 1970 - 1975. 98 x 105 x 57 cm. Gestell: Metall.  . ",1970 - 1975,"Carnielli Fitness S.p. A., Italien; Verkäufer Genhart-Sport, Luzern",,,"Höhe 98 cm, Länge 105 cm, Breite 57 cm.",Gestell: Metall.  .
382356,LM-88792,Technologie und Brauchtum,Einkaufswagen,"Kindermodell, Gitterrostkorb auf Gestell mit 4 Rollen. Herstellung: Wanzl GmbH Metallwarenfabrik. Um 1990. 67 x 57 x 34 cm. Metall. Griff: . ",1990,Wanzl GmbH Metallwarenfabrik. ,,,"Höhe 67 cm, Länge 57 cm, Breite 34 cm.",Metall. Griff:  .
382989,LM-88814,Technologie und Brauchtum,Stiefel (Damen),"Stiefel (Damen). LM-88814. 'Moon Boots', weisser, weiter Stiefel mit Schuhbändel, weiches Innenfutter. Herstellung: Italien. Nach 1970. 35 x 27 x 13 cm. ",1970,Italien. ,,,"Höhe 35 cm, Länge 27 cm, Breite 13 cm.", .
383045,LM-88828,Technologie und Brauchtum,Telefonapparat,"Tischmodell, durchsichtiges Gehäuse, mit schwarzer Wählscheibe. Datiert 1973. 14 x 23 x 20 cm. Gehäuse: Plexiglas. ",1973,,,,"Höhe 14 cm, Breite 23 cm, Tiefe 20 cm.",Gehäuse: Plexiglas.
383601,LM-89151,Technologie und Brauchtum,Klebeband,"Weiss-rot gestreift. Aufschrift der Arteplage mobile du Jura und Symbolfiguren. Inhalt: Landesausstellung CH 2002. 2002. 3,9 cm. Ø 11 cm. ",2002,,,Landesausstellung CH 2002. ,"Breite 3.9 cm, Durchmesser 11 cm.", .
-248358,LM-90293.4,Technologie und Brauchtum,Kiste (Lebensmittelverpackung),"Cailler's Swiss Milk Chocolate. Beschriftung auf dem Deckel und den Länggseiten:  Cailler's Swiss Milk Chocolate. Made in Switzerland. Factories at Broc Gruyère Valley. In der Mitte Schweizer Kreuz, links und rechts symmetrisch der Bug eines Schiffes, worauf ein Vogel mit einem langen Hals.  Darum herum Strahlenkranz. 23,5 x 38 x 33 cm. Gesamt: Nadelholz, massiv, bemalt. 
Ist Teil von:
Kiste (Lebensmittelverpackung). Fünf Kisten, in welchen verschiedene Produkte verpackt wurden. 1900 - 1950. ",,,,,"Höhe 23.5 cm, Länge 38 cm, Breite 33 cm","Gesamt: Nadelholz, massiv, bemalt."
384236,LM-90905.1-3,Technologie und Brauchtum,Taschenrechner,"Taschenrechner. LM-90905.1-3. Elektronisch, Sanyo Modell ICC 807D, mit Adapter und Etui, schwarz. Herstellung: Sanyo Electric Co., LTD, Japan. Um 1960. 16 x 11 x 4 cm (Rechner im Etui). Metall. Etui: Kunstleder. ",1960,"Sanyo Electric Co., LTD, Japan. ",,,"Länge 16 cm, Breite 11 cm, Tiefe 4 cm (Rechner im Etui).
Länge 10 cm, Breite 11 cm, Tiefe 4 cm (Adapter).",Metall. Etui: Kunstleder.
-258379,LM-90924.1,Technologie und Brauchtum,Türschild,"Türschild. Gelbes Schild mit schwarzer Inschrift: SCHUTZRAUM  23 Personen. Stempel: B L Z MÄRZ 1943. Datiert 1943. 
Ist Teil von:
Türschild. Kellerschild 'Schutzraum 23 Personen', Papiersack mit 'Luftschutzsand'. 1939 - 1945. ",1943,,,,,
-258381,LM-90924.2,Technologie und Brauchtum,Verpackung,"Verpackung. Papiersack mit Drahtverschluss, gefüllt mit Sand, Inschrift: Luftschutz - Sand / trocken aufbewahren. 
Ist Teil von:
Türschild. Kellerschild 'Schutzraum 23 Personen', Papiersack mit 'Luftschutzsand'. 1939 - 1945. ",,,,,,
384391,LM-90934,Technologie und Brauchtum,Waage (Küche),"Küchen-oder Briefwaage mit 2 Skalen, 5- und 10 Gr.-Unterteilung bis 500 Gr, rot. Herstellung: Soehnle-Waagen, Deutschland. Um 1980. 13 x 9,5 x 12,5 cm. Gehäuse: Kunststoff. ",1980,"Soehnle-Waagen, Deutschland. ",,,"Höhe 13 cm, Breite 9.5 cm, Tiefe 12.5 cm.",Gehäuse: Kunststoff.
384531,LM-90938,Technologie und Brauchtum,Rechenmaschine,"'CITIZEN', mit LCD-Anzeige, Drucker mit Papierrolle, Batterie- oder Netzadapter. Herstellung: Japan CBM Corporation, Taiwan. Um 1985. 4 x 18 x 9 cm (ohne Papierrolle). Gehäuse: . ",1985,"Japan CBM Corporation, Taiwan. ",,,"Höhe 4 cm, Länge 18 cm, Breite 9 cm (ohne Papierrolle).",Gehäuse:  .
340250,LM-92174,Technologie und Brauchtum,Blitzableiter,"Mit Voluten. 1800 - 1850. 70,5 x 8,5 x 3 cm. 730,4 g. Eisen, geschmiedet. ",1800 - 1850  ,,,,"Länge 70.5 cm, Breite 8.5 cm, Tiefe 3 cm, Gewicht 730.4 g.","Eisen, geschmiedet."
403557,LM-92299,Technologie und Brauchtum,Architekturmodell,"Modell einer 'Idealarteplage' für die Expo 2001, von Paolo Ugolini. Herstellung: Architekt Paolo Ugolini, Winterthur (Modell gebaut im Büro Bellprat Ass. (Xavier Bellprat), zusammen mit Barbara Zimmermann. Mitteilungen von Xavier Bellprat, 14./15. 6.07.). 1997. 28 x 160 x 160 cm. Grundplatte: Plattenwerkstoff (Holz). Objet trouvé: Kunststoff. Objet trouvé: Papier.  Objet trouvé: Metall, bemalt. Gras: Zellulose, gefärbt. Strand: Kunststoff. Pavillondach: Draht, bemalt. ",1997,"Architekt Paolo Ugolini, Winterthur (Modell gebaut im Büro Bellprat Ass. (Xavier Bellprat), zusammen mit Barbara Zimmermann. Mitteilungen von Xavier Bellprat, 14./15. 6.07.)",,,"Höhe 28 cm, Länge 160 cm, Breite 160 cm.","Grundplatte: Plattenwerkstoff (Holz). Objet trouvé: Kunststoff. Objet trouvé: Papier.  Objet trouvé: Metall, bemalt. Gras: Zellulose, gefärbt. Strand: Kunststoff. Pavillondach: Draht, bemalt."
403561,LM-92301,Technologie und Brauchtum,Architekturmodell,"Expo.02,  Arteplage Neuchâtel, Modell 3 des Pavillons 'Manna'. Herstellung: Schweizer Andrin & Partner-Meury Ralph. 2000. 37 cm. Ø 115 cm. ",2000,Schweizer Andrin & Partner-Meury Ralph. ,,,"Höhe 37 cm, Durchmesser 115 cm.", .
